lsoa11,sex,year,an_pop,age_group,age_cat,age_group2,an_pop2
E01006739,2,2019,70,"",60,"",70
E01006739,2,2019,32,"",65,"",32
E01006739,2,2019,40,"",70,"",40
E01006739,2,2019,20,"",75,"",20
E01006739,2,2019,12,"",80,"",12
E01006739,2,2019,24,"",85,"",24
E01006740,2,2019,69,"[0,10)",0,"[0,15)",69
E01006740,2,2019,56,"[0,10)",5,"[0,15)",56
E01006740,2,2019,49,"[10,15)",10,"[0,15)",49
E01006740,2,2019,42,"[15,20)",15,"[15,25]",42
E01006740,2,2019,33,"[20,25]",20,"[15,25]",33
E01006740,2,2019,68,"[20,25]",25,"[15,25]",68
E01006740,2,2019,95,"",30,"",95
E01006740,2,2019,71,"",35,"",71
E01006740,2,2019,43,"",40,"",43
E01006740,2,2019,64,"",45,"",64
E01006740,2,2019,46,"",50,"",46
E01006740,2,2019,45,"",55,"",45
E01006740,2,2019,33,"",60,"",33
E01006740,2,2019,27,"",65,"",27
E01006740,2,2019,35,"",70,"",35
E01006740,2,2019,27,"",75,"",27
E01006740,2,2019,15,"",80,"",15
E01006740,2,2019,15,"",85,"",15
E01006741,2,2019,57,"[0,10)",0,"[0,15)",57
E01006741,2,2019,64,"[0,10)",5,"[0,15)",64
E01006741,2,2019,49,"[10,15)",10,"[0,15)",49
E01006741,2,2019,39,"[15,20)",15,"[15,25]",39
E01006741,2,2019,48,"[20,25]",20,"[15,25]",48
E01006741,2,2019,62,"[20,25]",25,"[15,25]",62
E01006741,2,2019,64,"",30,"",64
E01006741,2,2019,68,"",35,"",68
E01006741,2,2019,48,"",40,"",48
E01006741,2,2019,64,"",45,"",64
E01006741,2,2019,72,"",50,"",72
E01006741,2,2019,88,"",55,"",88
E01006741,2,2019,58,"",60,"",58
E01006741,2,2019,39,"",65,"",39
E01006741,2,2019,30,"",70,"",30
E01006741,2,2019,26,"",75,"",26
E01006741,2,2019,19,"",80,"",19
E01006741,2,2019,21,"",85,"",21
E01006742,2,2019,66,"[0,10)",0,"[0,15)",66
E01006742,2,2019,52,"[0,10)",5,"[0,15)",52
E01006742,2,2019,40,"[10,15)",10,"[0,15)",40
E01006742,2,2019,37,"[15,20)",15,"[15,25]",37
E01006742,2,2019,21,"[20,25]",20,"[15,25]",21
E01006742,2,2019,67,"[20,25]",25,"[15,25]",67
E01006742,2,2019,70,"",30,"",70
E01006742,2,2019,76,"",35,"",76
E01006742,2,2019,38,"",40,"",38
E01006742,2,2019,43,"",45,"",43
E01006742,2,2019,62,"",50,"",62
E01006742,2,2019,46,"",55,"",46
E01006742,2,2019,41,"",60,"",41
E01006742,2,2019,44,"",65,"",44
E01006742,2,2019,30,"",70,"",30
E01006742,2,2019,18,"",75,"",18
E01006742,2,2019,20,"",80,"",20
E01006742,2,2019,19,"",85,"",19
E01006743,2,2019,83,"[0,10)",0,"[0,15)",83
E01006743,2,2019,66,"[0,10)",5,"[0,15)",66
E01006743,2,2019,52,"[10,15)",10,"[0,15)",52
E01006743,2,2019,35,"[15,20)",15,"[15,25]",35
E01006743,2,2019,76,"[20,25]",20,"[15,25]",76
E01006743,2,2019,120,"[20,25]",25,"[15,25]",120
E01006743,2,2019,91,"",30,"",91
E01006743,2,2019,77,"",35,"",77
E01006743,2,2019,82,"",40,"",82
E01006743,2,2019,75,"",45,"",75
E01006743,2,2019,84,"",50,"",84
E01006743,2,2019,71,"",55,"",71
E01006743,2,2019,59,"",60,"",59
E01006743,2,2019,51,"",65,"",51
E01006743,2,2019,36,"",70,"",36
E01006743,2,2019,28,"",75,"",28
E01006743,2,2019,20,"",80,"",20
E01006743,2,2019,24,"",85,"",24
E01006744,2,2019,73,"[0,10)",0,"[0,15)",73
E01006744,2,2019,38,"[0,10)",5,"[0,15)",38
E01006744,2,2019,37,"[10,15)",10,"[0,15)",37
E01006744,2,2019,19,"[15,20)",15,"[15,25]",19
E01006744,2,2019,39,"[20,25]",20,"[15,25]",39
E01006744,2,2019,79,"[20,25]",25,"[15,25]",79
E01006744,2,2019,77,"",30,"",77
E01006744,2,2019,61,"",35,"",61
E01006744,2,2019,39,"",40,"",39
E01006744,2,2019,51,"",45,"",51
E01006744,2,2019,55,"",50,"",55
E01006744,2,2019,57,"",55,"",57
E01006744,2,2019,33,"",60,"",33
E01006744,2,2019,45,"",65,"",45
E01006744,2,2019,23,"",70,"",23
E01006744,2,2019,17,"",75,"",17
E01006744,2,2019,21,"",80,"",21
E01006744,2,2019,15,"",85,"",15
E01006745,2,2019,77,"[0,10)",0,"[0,15)",77
E01006745,2,2019,57,"[0,10)",5,"[0,15)",57
E01006745,2,2019,40,"[10,15)",10,"[0,15)",40
E01006745,2,2019,30,"[15,20)",15,"[15,25]",30
E01006745,2,2019,60,"[20,25]",20,"[15,25]",60
E01006745,2,2019,142,"[20,25]",25,"[15,25]",142
E01006745,2,2019,109,"",30,"",109
E01006745,2,2019,69,"",35,"",69
E01006745,2,2019,38,"",40,"",38
E01006745,2,2019,53,"",45,"",53
E01006745,2,2019,53,"",50,"",53
E01006745,2,2019,53,"",55,"",53
E01006745,2,2019,45,"",60,"",45
E01006745,2,2019,28,"",65,"",28
E01006745,2,2019,23,"",70,"",23
E01006745,2,2019,15,"",75,"",15
E01006745,2,2019,11,"",80,"",11
E01006745,2,2019,23,"",85,"",23
E01006746,2,2019,50,"[0,10)",0,"[0,15)",50
E01006746,2,2019,38,"[0,10)",5,"[0,15)",38
E01006746,2,2019,45,"[10,15)",10,"[0,15)",45
E01006746,2,2019,40,"[15,20)",15,"[15,25]",40
E01006746,2,2019,252,"[20,25]",20,"[15,25]",252
E01006746,2,2019,69,"[20,25]",25,"[15,25]",69
E01006746,2,2019,53,"",30,"",53
E01006746,2,2019,22,"",35,"",22
E01006746,2,2019,38,"",40,"",38
E01006746,2,2019,37,"",45,"",37
E01006746,2,2019,48,"",50,"",48
E01006746,2,2019,54,"",55,"",54
E01006746,2,2019,31,"",60,"",31
E01006746,2,2019,22,"",65,"",22
E01006746,2,2019,21,"",70,"",21
E01006746,2,2019,33,"",75,"",33
E01006746,2,2019,26,"",80,"",26
E01006746,2,2019,11,"",85,"",11
E01006747,2,2019,32,"[0,10)",0,"[0,15)",32
E01006747,2,2019,23,"[0,10)",5,"[0,15)",23
E01006747,2,2019,20,"[10,15)",10,"[0,15)",20
E01006747,2,2019,321,"[15,20)",15,"[15,25]",321
E01006747,2,2019,1661,"[20,25]",20,"[15,25]",1661
E01006747,2,2019,186,"[20,25]",25,"[15,25]",186
E01006747,2,2019,67,"",30,"",67
E01006747,2,2019,40,"",35,"",40
E01006747,2,2019,41,"",40,"",41
E01006747,2,2019,33,"",45,"",33
E01006747,2,2019,34,"",50,"",34
E01006747,2,2019,35,"",55,"",35
E01006747,2,2019,34,"",60,"",34
E01006747,2,2019,18,"",65,"",18
E01006747,2,2019,12,"",70,"",12
E01006747,2,2019,14,"",75,"",14
E01006747,2,2019,17,"",80,"",17
E01006747,2,2019,16,"",85,"",16
E01006748,2,2019,23,"[0,10)",0,"[0,15)",23
E01006748,2,2019,22,"[0,10)",5,"[0,15)",22
E01006748,2,2019,29,"[10,15)",10,"[0,15)",29
E01006748,2,2019,51,"[15,20)",15,"[15,25]",51
E01006748,2,2019,716,"[20,25]",20,"[15,25]",716
E01006748,2,2019,104,"[20,25]",25,"[15,25]",104
E01006748,2,2019,31,"",30,"",31
E01006748,2,2019,33,"",35,"",33
E01006748,2,2019,30,"",40,"",30
E01006748,2,2019,29,"",45,"",29
E01006748,2,2019,24,"",50,"",24
E01006748,2,2019,33,"",55,"",33
E01006748,2,2019,29,"",60,"",29
E01006748,2,2019,12,"",65,"",12
E01006748,2,2019,15,"",70,"",15
E01006748,2,2019,24,"",75,"",24
E01006748,2,2019,11,"",80,"",11
E01006748,2,2019,3,"",85,"",3
E01006751,2,2019,41,"[0,10)",0,"[0,15)",41
E01006751,2,2019,66,"[0,10)",5,"[0,15)",66
E01006751,2,2019,63,"[10,15)",10,"[0,15)",63
E01006751,2,2019,92,"[15,20)",15,"[15,25]",92
E01006751,2,2019,589,"[20,25]",20,"[15,25]",589
E01006751,2,2019,156,"[20,25]",25,"[15,25]",156
E01006751,2,2019,67,"",30,"",67
E01006751,2,2019,66,"",35,"",66
E01006751,2,2019,42,"",40,"",42
E01006751,2,2019,60,"",45,"",60
E01006751,2,2019,56,"",50,"",56
E01006751,2,2019,47,"",55,"",47
E01006751,2,2019,40,"",60,"",40
E01006751,2,2019,44,"",65,"",44
E01006751,2,2019,43,"",70,"",43
E01006751,2,2019,44,"",75,"",44
E01006751,2,2019,30,"",80,"",30
E01006751,2,2019,18,"",85,"",18
E01006752,2,2019,28,"[0,10)",0,"[0,15)",28
E01006752,2,2019,41,"[0,10)",5,"[0,15)",41
E01006752,2,2019,31,"[10,15)",10,"[0,15)",31
E01006752,2,2019,32,"[15,20)",15,"[15,25]",32
E01006752,2,2019,57,"[20,25]",20,"[15,25]",57
E01006752,2,2019,32,"[20,25]",25,"[15,25]",32
E01006752,2,2019,37,"",30,"",37
E01006752,2,2019,33,"",35,"",33
E01006752,2,2019,30,"",40,"",30
E01006752,2,2019,40,"",45,"",40
E01006752,2,2019,36,"",50,"",36
E01006752,2,2019,31,"",55,"",31
E01006752,2,2019,28,"",60,"",28
E01006752,2,2019,30,"",65,"",30
E01006752,2,2019,21,"",70,"",21
E01006752,2,2019,4,"",75,"",4
E01006752,2,2019,15,"",80,"",15
E01006752,2,2019,7,"",85,"",7
E01006753,2,2019,78,"[0,10)",0,"[0,15)",78
E01006753,2,2019,48,"[0,10)",5,"[0,15)",48
E01006753,2,2019,57,"[10,15)",10,"[0,15)",57
E01006753,2,2019,69,"[15,20)",15,"[15,25]",69
E01006753,2,2019,38,"[20,25]",20,"[15,25]",38
E01006753,2,2019,77,"[20,25]",25,"[15,25]",77
E01006753,2,2019,71,"",30,"",71
E01006753,2,2019,71,"",35,"",71
E01006753,2,2019,33,"",40,"",33
E01006753,2,2019,33,"",45,"",33
E01006753,2,2019,56,"",50,"",56
E01006753,2,2019,54,"",55,"",54
E01006753,2,2019,57,"",60,"",57
E01006753,2,2019,35,"",65,"",35
E01006753,2,2019,21,"",70,"",21
E01006753,2,2019,22,"",75,"",22
E01006753,2,2019,13,"",80,"",13
E01006753,2,2019,9,"",85,"",9
E01006754,2,2019,41,"[0,10)",0,"[0,15)",41
E01006754,2,2019,45,"[0,10)",5,"[0,15)",45
E01006754,2,2019,61,"[10,15)",10,"[0,15)",61
E01006754,2,2019,29,"[15,20)",15,"[15,25]",29
E01006754,2,2019,48,"[20,25]",20,"[15,25]",48
E01006754,2,2019,69,"[20,25]",25,"[15,25]",69
E01006754,2,2019,89,"",30,"",89
E01006754,2,2019,40,"",35,"",40
E01006754,2,2019,47,"",40,"",47
E01006754,2,2019,40,"",45,"",40
E01006754,2,2019,54,"",50,"",54
E01006754,2,2019,52,"",55,"",52
E01006754,2,2019,53,"",60,"",53
E01006754,2,2019,37,"",65,"",37
E01006754,2,2019,32,"",70,"",32
E01006754,2,2019,16,"",75,"",16
E01006754,2,2019,16,"",80,"",16
E01006754,2,2019,14,"",85,"",14
E01006755,2,2019,63,"[0,10)",0,"[0,15)",63
E01006755,2,2019,78,"[0,10)",5,"[0,15)",78
E01006755,2,2019,77,"[10,15)",10,"[0,15)",77
E01006755,2,2019,58,"[15,20)",15,"[15,25]",58
E01006755,2,2019,34,"[20,25]",20,"[15,25]",34
E01006755,2,2019,82,"[20,25]",25,"[15,25]",82
E01006755,2,2019,104,"",30,"",104
E01006755,2,2019,65,"",35,"",65
E01006755,2,2019,34,"",40,"",34
E01006755,2,2019,33,"",45,"",33
E01006755,2,2019,46,"",50,"",46
E01006755,2,2019,72,"",55,"",72
E01006755,2,2019,43,"",60,"",43
E01006755,2,2019,50,"",65,"",50
E01006755,2,2019,30,"",70,"",30
E01006755,2,2019,8,"",75,"",8
E01006755,2,2019,10,"",80,"",10
E01006755,2,2019,18,"",85,"",18
E01006756,2,2019,79,"[0,10)",0,"[0,15)",79
E01006756,2,2019,76,"[0,10)",5,"[0,15)",76
E01006756,2,2019,66,"[10,15)",10,"[0,15)",66
E01006756,2,2019,49,"[15,20)",15,"[15,25]",49
E01006756,2,2019,62,"[20,25]",20,"[15,25]",62
E01006756,2,2019,85,"[20,25]",25,"[15,25]",85
E01006756,2,2019,82,"",30,"",82
E01006756,2,2019,71,"",35,"",71
E01006756,2,2019,47,"",40,"",47
E01006756,2,2019,63,"",45,"",63
E01006756,2,2019,53,"",50,"",53
E01006756,2,2019,49,"",55,"",49
E01006756,2,2019,68,"",60,"",68
E01006756,2,2019,45,"",65,"",45
E01006756,2,2019,33,"",70,"",33
E01006756,2,2019,17,"",75,"",17
E01006756,2,2019,11,"",80,"",11
E01006756,2,2019,13,"",85,"",13
E01006757,2,2019,72,"[0,10)",0,"[0,15)",72
E01006757,2,2019,68,"[0,10)",5,"[0,15)",68
E01006757,2,2019,61,"[10,15)",10,"[0,15)",61
E01006757,2,2019,60,"[15,20)",15,"[15,25]",60
E01006757,2,2019,27,"[20,25]",20,"[15,25]",27
E01006757,2,2019,74,"[20,25]",25,"[15,25]",74
E01006757,2,2019,62,"",30,"",62
E01006757,2,2019,49,"",35,"",49
E01006757,2,2019,60,"",40,"",60
E01006757,2,2019,54,"",45,"",54
E01006757,2,2019,35,"",50,"",35
E01006757,2,2019,47,"",55,"",47
E01006757,2,2019,42,"",60,"",42
E01006757,2,2019,32,"",65,"",32
E01006757,2,2019,28,"",70,"",28
E01006757,2,2019,17,"",75,"",17
E01006757,2,2019,13,"",80,"",13
E01006757,2,2019,13,"",85,"",13
E01006758,2,2019,73,"[0,10)",0,"[0,15)",73
E01006758,2,2019,57,"[0,10)",5,"[0,15)",57
E01006758,2,2019,61,"[10,15)",10,"[0,15)",61
E01006758,2,2019,38,"[15,20)",15,"[15,25]",38
E01006758,2,2019,36,"[20,25]",20,"[15,25]",36
E01006758,2,2019,49,"[20,25]",25,"[15,25]",49
E01006758,2,2019,68,"",30,"",68
E01006758,2,2019,54,"",35,"",54
E01006758,2,2019,43,"",40,"",43
E01006758,2,2019,39,"",45,"",39
E01006758,2,2019,54,"",50,"",54
E01006758,2,2019,62,"",55,"",62
E01006758,2,2019,42,"",60,"",42
E01006758,2,2019,52,"",65,"",52
E01006758,2,2019,42,"",70,"",42
E01006758,2,2019,22,"",75,"",22
E01006758,2,2019,14,"",80,"",14
E01006758,2,2019,12,"",85,"",12
E01006759,2,2019,24,"[0,10)",0,"[0,15)",24
E01006759,2,2019,31,"[0,10)",5,"[0,15)",31
E01006759,2,2019,14,"[10,15)",10,"[0,15)",14
E01006759,2,2019,27,"[15,20)",15,"[15,25]",27
E01006759,2,2019,35,"[20,25]",20,"[15,25]",35
E01006759,2,2019,59,"[20,25]",25,"[15,25]",59
E01006759,2,2019,45,"",30,"",45
E01006759,2,2019,29,"",35,"",29
E01006759,2,2019,30,"",40,"",30
E01006759,2,2019,37,"",45,"",37
E01006759,2,2019,31,"",50,"",31
E01006759,2,2019,52,"",55,"",52
E01006759,2,2019,30,"",60,"",30
E01006759,2,2019,23,"",65,"",23
E01006759,2,2019,19,"",70,"",19
E01006759,2,2019,12,"",75,"",12
E01006759,2,2019,8,"",80,"",8
E01006759,2,2019,6,"",85,"",6
E01006760,2,2019,31,"[0,10)",0,"[0,15)",31
E01006760,2,2019,37,"[0,10)",5,"[0,15)",37
E01006760,2,2019,25,"[10,15)",10,"[0,15)",25
E01006760,2,2019,38,"[15,20)",15,"[15,25]",38
E01006760,2,2019,93,"[20,25]",20,"[15,25]",93
E01006760,2,2019,82,"[20,25]",25,"[15,25]",82
E01006760,2,2019,78,"",30,"",78
E01006760,2,2019,48,"",35,"",48
E01006760,2,2019,45,"",40,"",45
E01006760,2,2019,40,"",45,"",40
E01006760,2,2019,42,"",50,"",42
E01006760,2,2019,30,"",55,"",30
E01006760,2,2019,28,"",60,"",28
E01006760,2,2019,27,"",65,"",27
E01006760,2,2019,18,"",70,"",18
E01006760,2,2019,35,"",75,"",35
E01006760,2,2019,8,"",80,"",8
E01006760,2,2019,11,"",85,"",11
E01006761,2,2019,46,"[0,10)",0,"[0,15)",46
E01006761,2,2019,51,"[0,10)",5,"[0,15)",51
E01006761,2,2019,39,"[10,15)",10,"[0,15)",39
E01006761,2,2019,39,"[15,20)",15,"[15,25]",39
E01006761,2,2019,53,"[20,25]",20,"[15,25]",53
E01006761,2,2019,41,"[20,25]",25,"[15,25]",41
E01006761,2,2019,52,"",30,"",52
E01006761,2,2019,63,"",35,"",63
E01006761,2,2019,37,"",40,"",37
E01006761,2,2019,40,"",45,"",40
E01006761,2,2019,56,"",50,"",56
E01006761,2,2019,67,"",55,"",67
E01006761,2,2019,51,"",60,"",51
E01006761,2,2019,38,"",65,"",38
E01006761,2,2019,28,"",70,"",28
E01006761,2,2019,34,"",75,"",34
E01006761,2,2019,33,"",80,"",33
E01006761,2,2019,49,"",85,"",49
E01006762,2,2019,39,"[0,10)",0,"[0,15)",39
E01006762,2,2019,73,"[0,10)",5,"[0,15)",73
E01006762,2,2019,69,"[10,15)",10,"[0,15)",69
E01006762,2,2019,48,"[15,20)",15,"[15,25]",48
E01006762,2,2019,45,"[20,25]",20,"[15,25]",45
E01006762,2,2019,51,"[20,25]",25,"[15,25]",51
E01006762,2,2019,90,"",30,"",90
E01006762,2,2019,55,"",35,"",55
E01006762,2,2019,60,"",40,"",60
E01006762,2,2019,57,"",45,"",57
E01006762,2,2019,69,"",50,"",69
E01006762,2,2019,61,"",55,"",61
E01006762,2,2019,53,"",60,"",53
E01006762,2,2019,48,"",65,"",48
E01006762,2,2019,36,"",70,"",36
E01006762,2,2019,38,"",75,"",38
E01006762,2,2019,16,"",80,"",16
E01006762,2,2019,21,"",85,"",21
E01006763,2,2019,62,"[0,10)",0,"[0,15)",62
E01006763,2,2019,61,"[0,10)",5,"[0,15)",61
E01006763,2,2019,29,"[10,15)",10,"[0,15)",29
E01006763,2,2019,33,"[15,20)",15,"[15,25]",33
E01006763,2,2019,40,"[20,25]",20,"[15,25]",40
E01006763,2,2019,65,"[20,25]",25,"[15,25]",65
E01006763,2,2019,51,"",30,"",51
E01006763,2,2019,61,"",35,"",61
E01006763,2,2019,37,"",40,"",37
E01006763,2,2019,36,"",45,"",36
E01006763,2,2019,57,"",50,"",57
E01006763,2,2019,46,"",55,"",46
E01006763,2,2019,31,"",60,"",31
E01006763,2,2019,27,"",65,"",27
E01006763,2,2019,18,"",70,"",18
E01006763,2,2019,28,"",75,"",28
E01006763,2,2019,14,"",80,"",14
E01006763,2,2019,21,"",85,"",21
E01006764,2,2019,45,"[0,10)",0,"[0,15)",45
E01006764,2,2019,46,"[0,10)",5,"[0,15)",46
E01006764,2,2019,27,"[10,15)",10,"[0,15)",27
E01006764,2,2019,56,"[15,20)",15,"[15,25]",56
E01006764,2,2019,51,"[20,25]",20,"[15,25]",51
E01006764,2,2019,80,"[20,25]",25,"[15,25]",80
E01006764,2,2019,62,"",30,"",62
E01006764,2,2019,53,"",35,"",53
E01006764,2,2019,51,"",40,"",51
E01006764,2,2019,35,"",45,"",35
E01006764,2,2019,43,"",50,"",43
E01006764,2,2019,36,"",55,"",36
E01006764,2,2019,38,"",60,"",38
E01006764,2,2019,23,"",65,"",23
E01006764,2,2019,25,"",70,"",25
E01006764,2,2019,22,"",75,"",22
E01006764,2,2019,14,"",80,"",14
E01006764,2,2019,16,"",85,"",16
E01006765,2,2019,49,"[0,10)",0,"[0,15)",49
E01006765,2,2019,42,"[0,10)",5,"[0,15)",42
E01006765,2,2019,42,"[10,15)",10,"[0,15)",42
E01006765,2,2019,44,"[15,20)",15,"[15,25]",44
E01006765,2,2019,37,"[20,25]",20,"[15,25]",37
E01006765,2,2019,59,"[20,25]",25,"[15,25]",59
E01006765,2,2019,51,"",30,"",51
E01006765,2,2019,59,"",35,"",59
E01006765,2,2019,44,"",40,"",44
E01006765,2,2019,66,"",45,"",66
E01006765,2,2019,53,"",50,"",53
E01006765,2,2019,60,"",55,"",60
E01006765,2,2019,48,"",60,"",48
E01006765,2,2019,42,"",65,"",42
E01006765,2,2019,29,"",70,"",29
E01006765,2,2019,10,"",75,"",10
E01006765,2,2019,18,"",80,"",18
E01006765,2,2019,22,"",85,"",22
E01006766,2,2019,53,"[0,10)",0,"[0,15)",53
E01006766,2,2019,51,"[0,10)",5,"[0,15)",51
E01006766,2,2019,36,"[10,15)",10,"[0,15)",36
E01006766,2,2019,33,"[15,20)",15,"[15,25]",33
E01006766,2,2019,41,"[20,25]",20,"[15,25]",41
E01006766,2,2019,72,"[20,25]",25,"[15,25]",72
E01006766,2,2019,65,"",30,"",65
E01006766,2,2019,47,"",35,"",47
E01006766,2,2019,32,"",40,"",32
E01006766,2,2019,37,"",45,"",37
E01006766,2,2019,45,"",50,"",45
E01006766,2,2019,33,"",55,"",33
E01006766,2,2019,36,"",60,"",36
E01006766,2,2019,26,"",65,"",26
E01006766,2,2019,23,"",70,"",23
E01006766,2,2019,22,"",75,"",22
E01006766,2,2019,6,"",80,"",6
E01006766,2,2019,11,"",85,"",11
E01006767,2,2019,61,"[0,10)",0,"[0,15)",61
E01006767,2,2019,66,"[0,10)",5,"[0,15)",66
E01006767,2,2019,63,"[10,15)",10,"[0,15)",63
E01006767,2,2019,49,"[15,20)",15,"[15,25]",49
E01006767,2,2019,57,"[20,25]",20,"[15,25]",57
E01006767,2,2019,95,"[20,25]",25,"[15,25]",95
E01006767,2,2019,69,"",30,"",69
E01006767,2,2019,92,"",35,"",92
E01006767,2,2019,62,"",40,"",62
E01006767,2,2019,59,"",45,"",59
E01006767,2,2019,69,"",50,"",69
E01006767,2,2019,44,"",55,"",44
E01006767,2,2019,29,"",60,"",29
E01006767,2,2019,30,"",65,"",30
E01006767,2,2019,24,"",70,"",24
E01006767,2,2019,20,"",75,"",20
E01006767,2,2019,21,"",80,"",21
E01006767,2,2019,14,"",85,"",14
E01006768,2,2019,20,"[0,10)",0,"[0,15)",20
E01006768,2,2019,19,"[0,10)",5,"[0,15)",19
E01006768,2,2019,26,"[10,15)",10,"[0,15)",26
E01006768,2,2019,44,"[15,20)",15,"[15,25]",44
E01006768,2,2019,35,"[20,25]",20,"[15,25]",35
E01006768,2,2019,66,"[20,25]",25,"[15,25]",66
E01006768,2,2019,36,"",30,"",36
E01006768,2,2019,47,"",35,"",47
E01006768,2,2019,24,"",40,"",24
E01006768,2,2019,44,"",45,"",44
E01006768,2,2019,40,"",50,"",40
E01006768,2,2019,41,"",55,"",41
E01006768,2,2019,38,"",60,"",38
E01006768,2,2019,24,"",65,"",24
E01006768,2,2019,22,"",70,"",22
E01006768,2,2019,22,"",75,"",22
E01006768,2,2019,12,"",80,"",12
E01006768,2,2019,6,"",85,"",6
E01006769,2,2019,35,"[0,10)",0,"[0,15)",35
E01006769,2,2019,35,"[0,10)",5,"[0,15)",35
E01006769,2,2019,38,"[10,15)",10,"[0,15)",38
E01006769,2,2019,26,"[15,20)",15,"[15,25]",26
E01006769,2,2019,23,"[20,25]",20,"[15,25]",23
E01006769,2,2019,36,"[20,25]",25,"[15,25]",36
E01006769,2,2019,57,"",30,"",57
E01006769,2,2019,37,"",35,"",37
E01006769,2,2019,41,"",40,"",41
E01006769,2,2019,48,"",45,"",48
E01006769,2,2019,43,"",50,"",43
E01006769,2,2019,49,"",55,"",49
E01006769,2,2019,54,"",60,"",54
E01006769,2,2019,41,"",65,"",41
E01006769,2,2019,51,"",70,"",51
E01006769,2,2019,39,"",75,"",39
E01006769,2,2019,34,"",80,"",34
E01006769,2,2019,27,"",85,"",27
E01006770,2,2019,31,"[0,10)",0,"[0,15)",31
E01006770,2,2019,37,"[0,10)",5,"[0,15)",37
E01006770,2,2019,33,"[10,15)",10,"[0,15)",33
E01006770,2,2019,27,"[15,20)",15,"[15,25]",27
E01006770,2,2019,19,"[20,25]",20,"[15,25]",19
E01006770,2,2019,36,"[20,25]",25,"[15,25]",36
E01006770,2,2019,46,"",30,"",46
E01006770,2,2019,38,"",35,"",38
E01006770,2,2019,20,"",40,"",20
E01006770,2,2019,32,"",45,"",32
E01006770,2,2019,57,"",50,"",57
E01006770,2,2019,30,"",55,"",30
E01006770,2,2019,43,"",60,"",43
E01006770,2,2019,34,"",65,"",34
E01006770,2,2019,29,"",70,"",29
E01006770,2,2019,22,"",75,"",22
E01006770,2,2019,16,"",80,"",16
E01006770,2,2019,14,"",85,"",14
E01006771,2,2019,33,"[0,10)",0,"[0,15)",33
E01006771,2,2019,41,"[0,10)",5,"[0,15)",41
E01006771,2,2019,57,"[10,15)",10,"[0,15)",57
E01006771,2,2019,39,"[15,20)",15,"[15,25]",39
E01006771,2,2019,33,"[20,25]",20,"[15,25]",33
E01006771,2,2019,46,"[20,25]",25,"[15,25]",46
E01006771,2,2019,49,"",30,"",49
E01006771,2,2019,44,"",35,"",44
E01006771,2,2019,29,"",40,"",29
E01006771,2,2019,49,"",45,"",49
E01006771,2,2019,56,"",50,"",56
E01006771,2,2019,56,"",55,"",56
E01006771,2,2019,56,"",60,"",56
E01006771,2,2019,53,"",65,"",53
E01006771,2,2019,53,"",70,"",53
E01006771,2,2019,54,"",75,"",54
E01006771,2,2019,41,"",80,"",41
E01006771,2,2019,24,"",85,"",24
E01006772,2,2019,30,"[0,10)",0,"[0,15)",30
E01006772,2,2019,22,"[0,10)",5,"[0,15)",22
E01006772,2,2019,23,"[10,15)",10,"[0,15)",23
E01006772,2,2019,19,"[15,20)",15,"[15,25]",19
E01006772,2,2019,21,"[20,25]",20,"[15,25]",21
E01006772,2,2019,29,"[20,25]",25,"[15,25]",29
E01006772,2,2019,24,"",30,"",24
E01006772,2,2019,21,"",35,"",21
E01006772,2,2019,25,"",40,"",25
E01006772,2,2019,44,"",45,"",44
E01006772,2,2019,29,"",50,"",29
E01006772,2,2019,54,"",55,"",54
E01006772,2,2019,44,"",60,"",44
E01006772,2,2019,42,"",65,"",42
E01006772,2,2019,24,"",70,"",24
E01006772,2,2019,26,"",75,"",26
E01006772,2,2019,13,"",80,"",13
E01006772,2,2019,16,"",85,"",16
E01006773,2,2019,40,"[0,10)",0,"[0,15)",40
E01006773,2,2019,29,"[0,10)",5,"[0,15)",29
E01006773,2,2019,29,"[10,15)",10,"[0,15)",29
E01006773,2,2019,26,"[15,20)",15,"[15,25]",26
E01006773,2,2019,25,"[20,25]",20,"[15,25]",25
E01006773,2,2019,51,"[20,25]",25,"[15,25]",51
E01006773,2,2019,42,"",30,"",42
E01006773,2,2019,41,"",35,"",41
E01006773,2,2019,40,"",40,"",40
E01006773,2,2019,46,"",45,"",46
E01006773,2,2019,39,"",50,"",39
E01006773,2,2019,46,"",55,"",46
E01006773,2,2019,54,"",60,"",54
E01006773,2,2019,33,"",65,"",33
E01006773,2,2019,43,"",70,"",43
E01006773,2,2019,19,"",75,"",19
E01006773,2,2019,11,"",80,"",11
E01006773,2,2019,14,"",85,"",14
E01006774,2,2019,39,"[0,10)",0,"[0,15)",39
E01006774,2,2019,33,"[0,10)",5,"[0,15)",33
E01006774,2,2019,26,"[10,15)",10,"[0,15)",26
E01006774,2,2019,34,"[15,20)",15,"[15,25]",34
E01006774,2,2019,34,"[20,25]",20,"[15,25]",34
E01006774,2,2019,49,"[20,25]",25,"[15,25]",49
E01006774,2,2019,41,"",30,"",41
E01006774,2,2019,37,"",35,"",37
E01006774,2,2019,38,"",40,"",38
E01006774,2,2019,50,"",45,"",50
E01006774,2,2019,72,"",50,"",72
E01006774,2,2019,70,"",55,"",70
E01006774,2,2019,54,"",60,"",54
E01006774,2,2019,52,"",65,"",52
E01006774,2,2019,33,"",70,"",33
E01006774,2,2019,19,"",75,"",19
E01006774,2,2019,22,"",80,"",22
